URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0001,https://insights.blackcoffer.com/rising-it-cities-and-its-impact-on-the-economy-environment-infrastructure-and-city-life-by-the-year-2040-2/,41,5,0.782608695652174,0.017106200997861726,46.766666666666666,14.183891660727014,24.380223330957474,0.03333333333333333,199,1403,2384,6,5.964362081254455
blackassign0002,https://insights.blackcoffer.com/rising-it-cities-and-their-impact-on-the-economy-environment-infrastructure-and-city-life-in-future/,55,23,0.41025641025641024,0.018607442977190875,49.0,24.009603841536613,29.203841536614647,0.029411764705882353,400,1666,3308,3,6.761104441776711
blackassign0003,https://insights.blackcoffer.com/internet-demands-evolution-communication-impact-and-2035s-alternative-pathways/,35,19,0.2962962962962963,0.023923444976076555,33.891891891891895,30.701754385964914,25.837458511142724,0.02702702702702703,385,1254,2766,13,7.3708133971291865
blackassign0004,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-in-upcoming-future/,32,60,-0.30434782608695654,0.017770597738287562,28.136363636363637,29.80613893376414,23.17700102805111,0.022727272727272728,369,1238,2616,4,7.224555735056543
blackassign0005,https://insights.blackcoffer.com/ott-platform-and-its-impact-on-the-entertainment-industry-in-future/,19,8,0.4074074074074074,0.02480270574971815,26.87878787878788,21.53325817361894,19.36481842096273,0.030303030303030304,191,887,1672,6,6.800450958286358
blackassign0006,https://insights.blackcoffer.com/the-rise-of-the-ott-platform-and-its-impact-on-the-entertainment-industry-by-2040/,74,21,0.5578947368421052,0.01949317738791423,33.63934426229508,28.50877192982456,24.859246476847858,0.01639344262295082,585,2052,4248,6,7.148635477582846
blackassign0007,https://insights.blackcoffer.com/rise-of-cyber-crime-and-its-effects/,29,51,-0.275,0.024242424242424242,36.21951219512195,23.03030303030303,23.699926090169996,0.024390243902439025,342,1485,2880,1,6.614814814814815
blackassign0008,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035-2/,29,7,0.6111111111111112,0.015706806282722512,22.209302325581394,31.727748691099478,21.574820406672348,0.023255813953488372,303,955,2103,3,7.512041884816754
blackassign0009,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040-2/,33,36,-0.043478260869565216,0.01733102253032929,23.08,32.49566724436742,22.23026689774697,0.019999999999999997,375,1154,2521,2,7.369150779896014
blackassign0010,https://insights.blackcoffer.com/rise-of-cybercrime-and-its-effect-by-the-year-2040/,131,134,-0.011320754716981131,0.029351184346035016,62.645161290322584,25.61791967044284,35.30523238430617,0.016129032258064516,995,3884,7699,13,6.574665293511844
blackassign0011,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,60,14,0.6216216216216216,0.008658008658008658,40.425,25.788497217068645,26.485398886827454,0.024999999999999998,417,1617,3369,2,7.0773036487322205
blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,72,20,0.5652173913043478,0.025446670276123445,38.479166666666664,22.57715213860314,24.422527522107924,0.020833333333333332,417,1847,3801,2,6.8126691932864105
blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,40,12,0.5384615384615384,0.02857142857142857,32.2,21.987577639751553,21.67503105590062,0.04,177,805,1558,3,6.648447204968944
blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,23,20,0.06976744186046512,0.017437452615617893,52.76,21.30401819560273,29.62560727824109,0.04,281,1319,2473,3,6.607278241091736
blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,41,24,0.26153846153846155,0.02117148906139732,32.95348837209303,23.35920959774171,22.525079187933898,0.023255813953488375,331,1417,2706,6,6.6880733944954125
blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,40,24,0.25,0.020552799433026223,32.81395348837209,23.60028348688873,22.56569479010433,0.023255813953488372,333,1411,2699,6,6.695960311835577
blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,49,10,0.6610169491525424,0.022590361445783132,35.891891891891895,24.322289156626507,24.08567241940736,0.02702702702702703,323,1328,2617,5,6.796686746987952
blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,39,8,0.6595744680851063,0.014297061159650517,32.282051282051285,23.828435266084195,22.444194619254194,0.025641025641025644,300,1259,2460,1,6.859412231930103
blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,57,7,0.78125,0.03922594142259414,37.490196078431374,23.587866108786613,24.431224874887196,0.0196078431372549,451,1912,3631,4,6.606694560669456
blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,8,0,1.0,0.04509283819628647,29.0,17.50663129973475,18.6026525198939,0.038461538461538464,132,754,1377,1,6.665782493368701
blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,23,35,-0.20689655172413793,0.021739130434782608,41.241379310344826,26.17056856187291,26.964779148887096,0.034482758620689655,313,1196,2413,6,6.929765886287625
blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,14,8,0.2727272727272727,0.02926829268292683,25.625,20.0,18.25,0.041666666666666664,123,615,1163,4,6.626016260162602
blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,42,10,0.6153846153846154,0.021601016518424398,56.214285714285715,17.53494282083863,29.49969141404974,0.03571428571428571,276,1574,2864,7,6.315756035578145
blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,24,2,0.8461538461538461,0.020752269779507133,30.84,21.660181582360572,21.000072632944228,0.04,167,771,1445,1,6.675745784695201
